119
119
119
119
120
120
120
120
1227
1227
1227
1227
1198
1198
1198
1121
1121
1121
1121
1152
1152
1152
1152
1086
1086
1086
1086
121
121
121
1182
1182
1182
1120
1120
1120
5
5
5
2
2
2
131
131
132
132
1097
1097
7
7
133
235
140
1071
112
1213
1080
1161
1260
1260
